,Unnamed: 0,lyrics,genre
3727,3727,No mercy you've given to me,Metal
3728,3728,"Starvation, hunger, my consort",Metal
3729,3729,"Starvation, [Incomprehensible]",Metal
3730,3730,"Instinct of self-preservation, my doom",Metal
3731,3731,"No would, I will inflict my self",Metal
3732,3732,"The fear of the reaper is equal, your weight",Metal
3733,3733,I'm destined to carry your curse,Metal
3734,3734,My colleagues of famine through ages of time,Metal
3735,3735,"All equal in your face, we are",Metal
3736,3736,"From Ukraine and China, to southern black men",Metal
3737,3737,United in famine we stand,Metal
3738,3738,A slow walk upon the path towards the gate,Metal
3739,3739,"A gate that's leading to Styx, leading to Styx",Metal
3740,3740,I must walk with the weight of your being upon my shoulders,Metal
3741,3741,"Until the end, until the end",Metal
3742,3742,"Starvation, hunger, my consort",Metal
3743,3743,"Starvation, [Incomprehensible]",Metal
3744,3744,"Die, die, die, die, die, die",Metal
3745,3745,"Die, die, die, die, die, die",Metal
3746,3746,"Die, die, die, die, die, die",Metal
3747,3747,"My loyal companion how I wish, I could",Metal
3748,3748,Run far away from your hand,Metal
3749,3749,But married we are and together we'll stay,Metal
3750,3750,'Til Charon me offer a ride,Metal
3751,3751,Famine's your name and starvation you are,Metal
3752,3752,"Your presence, my body has leaved",Metal
3753,3753,"Your weight on my shoulders, I've carried through times",Metal
3754,3754,"No mercy, you've given to me",Metal
3755,3755,"Starvation, hunger my consort",Metal
3756,3756,"Starvation, [Incomprehensible]",Metal
3757,3757,"Hunger my consort, hunger my consort",Metal
3758,3758,"Hunger my consort, hunger my consort",Metal
3759,3759,"Hunger my consort, hunger my consort",Metal
3760,3760,Everything you say is lost out in the cold,Pop
3761,3761,A distant memory of the times I've been alone,Pop
3762,3762,I don't know you like I thought I did,Pop
3763,3763,You're making promises I know you'll never keep,Pop
3764,3764,Imagine the feeling of passion,Pop
3765,3765,Are you seeing,Pop
3766,3766,Believing when we're breathing?,Pop
3767,3767,But why does it feel so cold?,Pop
3768,3768,Constant feeling of pleasure,Pop
3769,3769,Are you hearing,Pop
3770,3770,The sound of our breathing?,Pop
3771,3771,Why does it feel so cold?,Pop
3772,3772,I wanna share with you things I never told,Pop
3773,3773,But are we on the same wave down the same road?,Pop
3774,3774,Where are we to go if it's not to be?,Pop
3775,3775,Or maybe there's someone else out there for me,Pop
3776,3776,Imagine the feeling of passion,Pop
3777,3777,Are you seeing,Pop
3778,3778,Believing when we're breathing?,Pop
3779,3779,But why does it feel so cold?,Pop
3780,3780,Constant feeling of pleasure,Pop
3781,3781,Are you hearing,Pop
3782,3782,The sound of our breathing?,Pop
3783,3783,Why does it feel so cold?,Pop
3784,3784,Imagine the feeling of passion,Pop
3785,3785,Are you seeing,Pop
3786,3786,Believing when we're breathing?,Pop
3787,3787,But why does it feel so cold?,Pop
3788,3788,Constant feeling of pleasure,Pop
3789,3789,Are you hearing,Pop
3790,3790,The sound of our breathing?,Pop
3791,3791,Why does it feel so cold?,Pop
3792,3792,I won't let doubt be the last thing I think about,Pop
3793,3793,I know this feeling don't last long,Pop
3794,3794,It's forever gone,Pop
3795,3795,You already lost my trust,Pop
3796,3796,When I'm over this,Pop
3797,3797,Let the last thing I breathe be you,Pop
3798,3798,Imagine the feeling of passion,Pop
3799,3799,Are you seeing,Pop
3800,3800,Believing when we're breathing?,Pop
3801,3801,But why does it feel so cold?,Pop
3802,3802,Constant feeling of pleasure,Pop
3803,3803,Are you hearing,Pop
3804,3804,The sound of our breathing?,Pop
3805,3805,Why does it feel so cold?,Pop
3806,3806,Blackened Splatter Bits of Brain,Metal
3807,3807,Disgusting Matter Felt No Pain,Metal
3808,3808,Bloody Chunks Skull and Hair,Metal
3809,3809,Tragic Loss but I Don't Care,Metal
3810,3810,"Suicide Fuck, Suicide Fuck",Metal
3811,3811,"You Took Your Life, Who Cares you Sucked",Metal
3812,3812,"Suicide Fuck, Suicide Fuck",Metal
3813,3813,Fuck You,Metal
3814,3814,"Suicide Fuck, Suicide Fuck",Metal
3815,3815,"You Took Your Life, Who Cares you Fuckin' Sucked",Metal
3816,3816,"Suicide Fuck, Suicide Fuck",Metal
3817,3817,Fuck Off,Metal
3818,3818,Excruciating Sight to See,Metal
3819,3819,You Left Behind Pants Full of Pee,Metal
3820,3820,I'm So Glad That You Are Gone,Metal
3821,3821,Saved Me the Trouble but Not the FUn,Metal
3822,3822,"Suicide Fuck, Suicide Fuck",Metal
3823,3823,"You Took Your Life, Who Cares you Sucked",Metal
3824,3824,"Suicide Fuck, Suicide Fuck",Metal
3825,3825,Fuck You,Metal
3826,3826,"Suicide Fuck, Suicide Fuck",Metal
3827,3827,"You Took Your Life, Who Cares you Fuckin' Sucked",Metal
3828,3828,"Suicide Fuck, Suicide Fuck",Metal
3829,3829,Fuck Off,Metal
3830,3830,Twisted Thoughts Am I This Sick?,Metal
3831,3831,Unzip my Pants and Stick in My Dick,Metal
3832,3832,Watch you Twitch as I Play,Metal
3833,3833,Your Darkest Hour Is my Brightest Day,Metal
3834,3834,Many years ago I was a simple man,Pop
3835,3835,"A simple man, no worries me,",Pop
3836,3836,I never lied,Pop
3837,3837,Please read me.,Pop
3838,3838,"Not much conversation ever came from me,",Pop
3839,3839,"I never saw reality,",Pop
3840,3840,I never tried.,Pop
3841,3841,Please read me.,Pop
3842,3842,Maybe I've been lying on your couch too long,Pop
3843,3843,"I'll stay if you can see me through, explain why",Pop
3844,3844,Please read me. Please read me. Please read me.,Pop
3845,3845,If she brings you happiness then I wish you both the best,Country
3846,3846,It's your happiness that matters most of all,Country
3847,3847,But if she ever breaks your heart if the teardrops ever start,Country
3848,3848,I'll be there before the next teardrop falls,Country
3849,3849,Though it hurts to let you go darling I want you to know,Country
3850,3850,And I'll stand by you if you'll ever call,Country
3851,3851,And if I should ever hear that she made you shed a tear,Country
3852,3852,I'll be there before the next teardrop falls,Country
3853,3853,I'll be there anytime you need me by your side,Country
3854,3854,To dry away every teardrop that you cried,Country
3855,3855,If she ever leaves you blue just remember I love you,Country
3856,3856,And I'll be there before the next teardrop falls,Country
3857,3857,Yes I'll be there before the next teardrop falls,Country
3858,3858,You'll never know how much I really love you,Pop
3859,3859,You'll never know how much I really care,Pop
3860,3860,Listen do you want to know a secret,Pop
3861,3861,Do you promise not to tell woh woh woh closer,Pop
3862,3862,Let me whisper in your ear,Pop
3863,3863,Say the words you long to hear,Pop
3864,3864,I'm in love with you oo,Pop
3865,3865,I've known the secret for a week or two,Pop
3866,3866,Nobody knows just we two,Pop
3867,3867,Listen do you want to know a secret,Pop
3868,3868,Do you promise not to tell woh woh woh closer,Pop
3869,3869,Let me whisper in your ear,Pop
3870,3870,Say the words you long to hear,Pop
3871,3871,I'm in love with you oo,Pop
3872,3872,When the party's over,Pop
3873,3873,And the lights cool down,Pop
3874,3874,When everybody go I'm hoping that you stick around,Pop
3875,3875,When the high is over,Pop
3876,3876,And we sober down,Pop
3877,3877,When everybody go I'm hoping that you stick around,Pop
3878,3878,I know we just met,Pop
3879,3879,I know we just started,Pop
3880,3880,But there's something here,Pop
3881,3881,I can tell we got it,Pop
3882,3882,We like a classic song,Pop
3883,3883,I been singing all night long,Pop
3884,3884,And it goes like,Pop
3885,3885,Oh my love,Pop
3886,3886,My darling,Pop
3887,3887,When we sober up,Pop
3888,3888,Will you still be mine?,Pop
3889,3889,When the party's over,Pop
3890,3890,And the lights go down,Pop
3891,3891,When everybody go I'm hoping that you stick around,Pop
3892,3892,When the high is over,Pop
3893,3893,And we sober down,Pop
3894,3894,When everybody go I'm hoping that you stick around,Pop
3895,3895,When the party's over,Pop
3896,3896,And the lights go down,Pop
3897,3897,When everybody go I'm hoping that you stick around (stick around),Pop
3898,3898,When the high is over,Pop
3899,3899,And we sober down,Pop
3900,3900,When everybody go I'm hoping that you stick around,Pop
3901,3901,I know we just met,Pop
3902,3902,I know we just started,Pop
3903,3903,But there's something here,Pop
3904,3904,I can tell we got it,Pop
3905,3905,We like a classic song,Pop
3906,3906,I been singing all night long,Pop
3907,3907,And it go like,Pop
3908,3908,Oh my love,Pop
3909,3909,My darling,Pop
3910,3910,When we sober up,Pop
3911,3911,Will you still be mine?,Pop
3912,3912,When the party's over,Pop
3913,3913,And the lights go down,Pop
3914,3914,When everybody go I'm hoping that you stick around,Pop
3915,3915,When the high is over,Pop
3916,3916,And we sober down,Pop
3917,3917,When everybody go I'm hoping that you stick around,Pop
3918,3918,So please stay over (stay over),Pop
3919,3919,Take care of you through your hangover,Pop
3920,3920,Let's make love through the moonlight until the daylight,Pop
3921,3921,"And we both think back like, what a night",Pop
3922,3922,"Let you decide, alright",Pop
3923,3923,When the party's over,Pop
3924,3924,And the lights go down,Pop
3925,3925,When everybody go I'm hoping that you stick around,Pop
3926,3926,When the high is over,Pop
3927,3927,And we sober down,Pop
3928,3928,When everybody go I'm hoping that you stick around,Pop
3929,3929,The party's over,Pop
3930,3930,The lights go down,Pop
3931,3931,Hoping that you stick around,Pop
3932,3932,"Oh, sober down",Pop
3933,3933,Hoping that you stick around,Pop
3934,3934,[Intro:],Hip-Hop
3935,3935,(laughing) Yeah coming to you like yeah you know another one of those,Hip-Hop
3936,3936,flavorishis mackadoshis sour cream and onion type flavor.,Hip-Hop
3937,3937,[Redman: ],Hip-Hop
3938,3938,I rule the world like Kurtis Blow with my afro blown,Hip-Hop
3939,3939,I'm torn out the frame drunk style stagger like Ned the Wino,Hip-Hop
3940,3940,For black albino I'm like suicide on vinyle,Hip-Hop
3941,3941,The type of antidope shit you have to keep away from my nose,Hip-Hop
3942,3942,"And I'm the, bombest rhymer, check my steez",Hip-Hop
3943,3943,"My vocals are like vaginas, wet an MC's when they open",Hip-Hop
3944,3944,"My identities, blows facilities to ememies please test these abilities",Hip-Hop
3945,3945,"I'm rugged, I pack a 24 studded, karrot automatic, 45 nigga slugger",Hip-Hop
3946,3946,"So ring thee alarm, when your TV is on, I react freakin' to songs",Hip-Hop
3947,3947,"When bitches see me perform, bitches say I strickly brake vertibraes",Hip-Hop
3948,3948,"Bones back, chinky eyed like Japs I blow states off the map",Hip-Hop
3949,3949,Just by eye contact,Hip-Hop
3950,3950,[Hook:],Hip-Hop
3951,3951,"Don't get it twisted and if you do, you best to move on move on",Hip-Hop
3952,3952,"""Rock, rock on"" - Redman (x4)",Hip-Hop
3953,3953,[Erick Sermon:],Hip-Hop
3954,3954,"Yeah, I shut down things for the moment, what?",Hip-Hop
3955,3955,Paying my does for them fake ass crews (yeah),Hip-Hop
3956,3956,Who be claimin' to be the shit y'all stop,Hip-Hop
3957,3957,"Gimmicks, hard core lyrics for an image",Hip-Hop
3958,3958,I'm stompin' 'em the beast wompin' 'em,Hip-Hop
3959,3959,"Brain damage is caused, girls drop they drawers to the ground",Hip-Hop
3960,3960,"I be's the Effect like Wrecks, rhyme skills be shooting off like two black",Hip-Hop
3961,3961,techs,Hip-Hop
3962,3962,Somebody stop me I'm smoking like Mask,Hip-Hop
3963,3963,"Shut your mouth, he's a bad, uh, like Shaft",Hip-Hop
3964,3964,"The E-Double bring the dopest material, way out cosmic type",Hip-Hop
3965,3965,Alcoholic whisky type funk for your sissys (word up),Hip-Hop
3966,3966,"Huh, I take it to the streets, if you can't run up on my turf then get some",Hip-Hop
3967,3967,cleats,Hip-Hop
3968,3968,"I let one nigga slide in 93, but this year, he's fuckin' history",Hip-Hop
3969,3969,[Hook (X4) ],Hip-Hop
3970,3970,[Passion:],Hip-Hop
3971,3971,Strick nine rules the mind on the verge of destruction,Hip-Hop
3972,3972,"Blood starts to boil like a lyrical combustion, eruption",Hip-Hop
3973,3973,"Insane no pressure no pain, niggas falling off it's strain to maintain",Hip-Hop
3974,3974,"They be killing me, trying to preach to me, teach to me",Hip-Hop
3975,3975,I got a PHD in funkology,Hip-Hop
3976,3976,You got your bachelors and your masters in the field of dramatics,Hip-Hop
3977,3977,"The lyrical are bringing the static from the attic, so cock your automatics",Hip-Hop
3978,3978,"I've had it up to here, you niggas are in danger",Hip-Hop
3979,3979,"You better stand clear, no hugs no love and kiss mainstream America",Hip-Hop
3980,3980,"They just ain't ready for this, cause I'm nice as shit",Hip-Hop
3981,3981,"Niggas be having fits, the Squad of Def be smacking hits after hits",Hip-Hop
3982,3982,And what's goin' on in your mind I can feel it,Hip-Hop
3983,3983,Tremors in the body has caused for the healin',Hip-Hop
3984,3984,[Hook (x4) ],Hip-Hop
3985,3985,[Outro:],Hip-Hop
3986,3986,You know what I'm sayin'? Things is hot in the tunnel out in here you know,Hip-Hop
3987,3987,"what I'm sayin'? Ah, N-why-see streets is love, it's hot in the summer, um,",Hip-Hop
3988,3988,"spring, winter and fall things are just lovely, sweet & sour sauce. Doin'",Hip-Hop
3989,3989,this y'all feel this. I feel you.,Hip-Hop
3990,3990,Stubborn in the bones you tell your mother,Electronic
3991,3991,Siphon all the life inside away,Electronic
3992,3992,Take it all to bedtime with another,Electronic
3993,3993,There ain't no better place than yesterday,Electronic
3994,3994,I don't wanna show you where the fun is,Electronic
3995,3995,The market's only good for one more try,Electronic
3996,3996,Holding to the backdrift of your money,Electronic
3997,3997,The winter of the words can't stay alive,Electronic
3998,3998,Streets or guns inside the hands of all your birds,Electronic
3999,3999,and Tyranny is often found within your words,Electronic
4000,4000,"Do you want me, do you want me here at all",Electronic
4001,4001,I'm bound to notice when your back's against the wall,Electronic
4002,4002,You,Electronic
4003,4003,You stutter in your sleep,Electronic
4004,4004,You're laughin' while you weep,Electronic
4005,4005,Will make us all regret,Electronic
4006,4006,the weekend,Electronic
4007,4007,You,Electronic
4008,4008,Wallow in the mud,Electronic
4009,4009,And revel in your blood,Electronic
4010,4010,You're bringing down the,Electronic
4011,4011,worldwide standards,Electronic
4012,4012,Focus on the capture and retrieval,Electronic
4013,4013,Of everything you once knew to be yours,Electronic
4014,4014,Stop and reassure yourself of evil,Electronic
4015,4015,And struggle to believe you're at my door,Electronic
4016,4016,Knock until the planets close their eyelids,Electronic
4017,4017,Wait until the nighttime stars arise,Electronic
4018,4018,You can see your headspace is divided,Electronic
4019,4019,And though you've got the tears,Electronic
4020,4020,The attitude still comes as a surprise,Electronic
4021,4021,Streets or guns inside the hands of all your birds,Electronic
4022,4022,and Tyranny is often found within your words,Electronic
4023,4023,"Do you want me, do you want me here at all",Electronic
4024,4024,I'm bound to notice when your back's against the wall,Electronic
4025,4025,You,Electronic
4026,4026,Stutter in your sleep,Electronic
4027,4027,Your laughin' while you weep,Electronic
4028,4028,Will make us all regret,Electronic
4029,4029,the weekend,Electronic
4030,4030,You,Electronic
4031,4031,Wallow in the mud,Electronic
4032,4032,And revel in your blood,Electronic
4033,4033,You're ringing down the,Electronic
4034,4034,worldwide standards,Electronic
4035,4035,You,Electronic
4036,4036,You call yourself a freak,Electronic
4037,4037,I know it all looks bleak,Electronic
4038,4038,but you surround me with,Electronic
4039,4039,the passion of the pure,Electronic
4040,4040,You,Electronic
4041,4041,You really can't decide,Electronic
4042,4042,You multiply divide,Electronic
4043,4043,Subtract and add it back,Electronic
4044,4044,You haven't moved at all(x4),Electronic
4045,4045,She's always shining,Electronic
4046,4046,'cause it's always night,Electronic
4047,4047,You're always dancing,Electronic
4048,4048,and the song's so right,Electronic
4049,4049,"Well, do you want me, do you want me",Electronic
4050,4050,here at all,Electronic
4051,4051,It seems to me you've got your back against the wall,Electronic
4052,4052,And it all,Electronic
4053,4053,goes back to that moment when you,Electronic
4054,4054,looked her in the eyes,Electronic
4055,4055,and it,Electronic
4056,4056,keeps on showing the same thing,Electronic
4057,4057,but you don't apologize,Electronic
4058,4058,Well you know that she's your home now,Electronic
4059,4059,and you're caught inside her snare,Electronic
4060,4060,With the noose knotted around your neck,Electronic
4061,4061,and your hands up in her hair,Electronic
4062,4062,"Do you want me, do you want me here at all",Electronic
4063,4063,I'm bound to notice when your back's against the wall,Electronic
4064,4064,I want to feel this way,Country
4065,4065,Longer than time,Country
4066,4066,I want to know your dreams,Country
4067,4067,And make them mine,Country
4068,4068,I want to change the world,Country
4069,4069,Only for you,Country
4070,4070,All the impossible,Country
4071,4071,I want to do,Country
4072,4072,I want to hold you close under the rain,Country
4073,4073,I want to kiss your smile,Country
4074,4074,And feel your pain,Country
4075,4075,I know what's beautiful,Country
4076,4076,Looking at you,Country
4077,4077,Here in a world of lies,Country
4078,4078,You are the true,Country
4079,4079,[Chorus:],Country
4080,4080,And baby,Country
4081,4081,Everytime you touch me,Country
4082,4082,I become a hero,Country
4083,4083,I'll make you safe no matter where you are,Country
4084,4084,And bring you,Country
4085,4085,Anything you ask for,Country
4086,4086,Nothing is above me,Country
4087,4087,I'm shining like a candle in the dark,Country
4088,4088,When you tell me that you love me,Country
4089,4089,I want to make you see,Country
4090,4090,Just what i was,Country
4091,4091,Show you the loneliness,Country
4092,4092,And what it does,Country
4093,4093,You walked into my life,Country
4094,4094,To stop my tears,Country
4095,4095,Everything's easy now,Country
4096,4096,I have you here,Country
4097,4097,[Repeat chorus],Country
4098,4098,In a world without you,Country
4099,4099,I would always hunger,Country
4100,4100,All i need is your love to make me stronger,Country
4101,4101,[Repeat chorus],Country
4102,4102,Are you a total addict?,Electronic
4103,4103,see-see-see-see-see-see-see-see-see-see-see-see-see-c'mon!,Electronic
4104,4104,"UH, come on!",Electronic
4105,4105,"Lets go, searchin'",Electronic
4106,4106,Find the good life,Electronic
4107,4107,Let's go,Electronic
4108,4108,Where I don't have to get high,Electronic
4109,4109,"Fucked up, dropped out",Electronic
4110,4110,"Fall in, Fall out",Electronic
4111,4111,Where is your life?,Electronic
4112,4112,Can't find your life,Electronic
4113,4113,You're not these things,Electronic
4114,4114,"Talk shit, oh please",Electronic
4115,4115,Fall off me me me,Electronic
4116,4116,[Just getting high],Electronic
4117,4117,You hate it all,Electronic
4118,4118,They say you're bored,Electronic
4119,4119,Can't find the way,Electronic
4120,4120,To get a life,Electronic
4121,4121,"Someone, somewhere",Electronic
4122,4122,It's all good,Electronic
4123,4123,No cares,Electronic
4124,4124,But its not you,Electronic
4125,4125,Ain't goin' nowhere!,Electronic
4126,4126,Get out of your,Electronic
4127,4127,"Ache, hurt, and strife",Electronic
4128,4128,All 'bout your head,Electronic
4129,4129,Why surprise?,Electronic
4130,4130,I've got the feeling [Am],Electronic
4131,4131,I've [I] got so proud,Electronic
4132,4132,As if by surprise,Electronic
4133,4133,What you singin'?,Electronic
4134,4134,"Lets go, searchin'",Electronic
4135,4135,Find the good life,Electronic
4136,4136,Let's go,Electronic
4137,4137,Where I don't have to get high,Electronic
4138,4138,"Lets go, searchin'",Electronic
4139,4139,Find the good life,Electronic
4140,4140,Let's go,Electronic
4141,4141,Where I don't have to get high,Electronic
4142,4142,Tick tock,Electronic
4143,4143,You're in shock,Electronic
4144,4144,You're old and broke,Electronic
4145,4145,"Too late, told you",Electronic
4146,4146,[Should have found a life!],Electronic
4147,4147,Burned out,Electronic
4148,4148,Can't think,Electronic
4149,4149,Bring drunk,Electronic
4150,4150,Get a drink,Electronic
4151,4151,Same again,Electronic
4152,4152,Next week,Electronic
4153,4153,[Just don't get too wise],Electronic
4154,4154,Got kids?,Electronic
4155,4155,Too tired,Electronic
4156,4156,To give them,Electronic
4157,4157,Some time,Electronic
4158,4158,People need you,Electronic
4159,4159,[Show them what's right!],Electronic
4160,4160,It's not too late,Electronic
4161,4161,To get your start straight,Electronic
4162,4162,"Come on, see it through",Electronic
4163,4163,[Go somewhere!],Electronic
4164,4164,Where is your life?,Electronic
4165,4165,Can't find your life,Electronic
4166,4166,Where is your life?,Electronic
4167,4167,Go get a life,Electronic
4168,4168,Where is your life?,Electronic
4169,4169,Can't find your life,Electronic
4170,4170,Where is your life?,Electronic
4171,4171,Go get a life,Electronic
4172,4172,Get out of your,Electronic
4173,4173,"Ache, hurt, and strife",Electronic
4174,4174,All 'bout your head,Electronic
4175,4175,Why surprise?,Electronic
4176,4176,I've got the feeling,Electronic
4177,4177,I've got so proud,Electronic
4178,4178,As if by surprise,Electronic
4179,4179,What you singin'?,Electronic
4180,4180,"Lets go, searchin'",Electronic
4181,4181,Find the good life,Electronic
4182,4182,Let's go,Electronic
4183,4183,Where I don't have to get high,Electronic
4184,4184,"Lets go, searchin'",Electronic
4185,4185,Find the good life,Electronic
4186,4186,Let's go,Electronic
4187,4187,Where I don't have to get high,Electronic
4188,4188,"Lets go, searchin'",Electronic
4189,4189,Find the good life,Electronic
4190,4190,Let's go,Electronic
4191,4191,Where I don't have to get high,Electronic
4192,4192,"Lets go, searchin'",Electronic
4193,4193,Find the good life,Electronic
4194,4194,Let's go,Electronic
4195,4195,Where I don't have to get high,Electronic
4196,4196,"[Do what you want, do what you want]",Electronic
4197,4197,"[Come on, come on, come on]",Electronic
4198,4198,"[Do what you want, do what you want]",Electronic
4199,4199,"[Come on, come on, come on]",Electronic
4200,4200,"[Do what you want, do what you want]",Electronic
4201,4201,"[Come on, come on, come on]",Electronic
4202,4202,"[Do what you want, do what you want]",Electronic
4203,4203,"[Come on, come on, come on]",Electronic
4204,4204,What you singin'?,Electronic
4205,4205,"UH, come on!",Electronic
4206,4206,Are you a total addict?,Electronic
4207,4207,see-see-see-see-see-see-see-see-see-see-see-see-see-c'mon!,Electronic
4208,4208,"Lets go, searchin'",Electronic
4209,4209,Find the good life,Electronic
4210,4210,Let's go,Electronic
4211,4211,Where I don't have to get high,Electronic
4212,4212,"Lets go, searchin'",Electronic
4213,4213,Find the good life,Electronic
4214,4214,Let's go,Electronic
4215,4215,Where I don't have to get high,Electronic
4216,4216,"Lets go, searchin'",Electronic
4217,4217,Find the good life,Electronic
4218,4218,Let's go,Electronic
4219,4219,Where I don't have to get high,Electronic
4220,4220,"Lets go, searchin'",Electronic
4221,4221,Find the good life,Electronic
4222,4222,Let's go,Electronic
4223,4223,Where I don't have to get high,Electronic
4224,4224,How can you call yourself a player,Electronic
4225,4225,When you're just half of a man,Electronic
4226,4226,You truly feel that you're the savior,Electronic
4227,4227,And my wish is your commend,Electronic
4228,4228,You're driving out to the desert,Electronic
4229,4229,To figure out the master plan,Electronic
4230,4230,Feels like you're in heaven,Electronic
4231,4231,But in reality it's just dust and sand,Electronic
4232,4232,"Stop it, turn off, figure it out",Electronic
4233,4233,Tell me your reasons why you're in doubt,Electronic
4234,4234,I help you out,Electronic
4235,4235,Watch out for the addict,Electronic
4236,4236,He's always trying to break you down,Electronic
4237,4237,Watch out for his madness,Electronic
4238,4238,'Cause it's hard to turn back around,Electronic
4239,4239,Even with a love so strong,Electronic
4240,4240,It couldn't drag you of his charm,Electronic
4241,4241,Watch out for the addict,Electronic
4242,4242,"He's always trying to break you down, down, down, down, down",Electronic
4243,4243,I slowly watched you moving closer,Electronic
4244,4244,To a world without a home,Electronic
4245,4245,So many times I thought I'd saved you,Electronic
4246,4246,But you just slipped right trough my hands,Electronic
4247,4247,Stuck in the game of hazard,Electronic
4248,4248,"Where no one is winning, man",Electronic
4249,4249,But I will never leave you stranded,Electronic
4250,4250,I'll stand the fight and do what I can,Electronic
4251,4251,"Stop it, turn off, figure it out",Electronic
4252,4252,Tell me your reasons why you're in doubt,Electronic
4253,4253,I help you out,Electronic
4254,4254,Watch out for the addict,Electronic
4255,4255,He's always trying to break you down,Electronic
4256,4256,Watch out for his madness,Electronic
4257,4257,'Cause it's hard to turn back around,Electronic
4258,4258,Even with a love so strong,Electronic
4259,4259,It couldn't drag you of his charm,Electronic
4260,4260,Watch out for the addict,Electronic
4261,4261,"He's always trying to break you down, down, down, down, down",Electronic
4262,4262,Watch out for the addict,Electronic
4263,4263,He's always trying to break you down,Electronic
4264,4264,Watch out for his madness,Electronic
4265,4265,'Cause it's hard to turn back around,Electronic
4266,4266,Even with a love so strong,Electronic
4267,4267,It couldn't drag you of his charm,Electronic
4268,4268,Watch out for the addict,Electronic
4269,4269,"He's always trying to break you down, down, down, down, down",Electronic
4270,4270,Watch out for the addict,Electronic
4271,4271,He's always trying to break you down,Electronic
4272,4272,Watch out for his madness,Electronic
4273,4273,'Cause it's hard to turn back around,Electronic
4274,4274,Even with a love so strong,Electronic
4275,4275,It couldn't drag you of his charm,Electronic
4276,4276,Watch out for the addict,Electronic
4277,4277,"He's always trying to break you down, down, down, down, down",Electronic
4278,4278,"Watch out, watch out, watch out",Electronic
4279,4279,I'm searching through emptiness,Metal
4280,4280,And try to forget us in vain,Metal
4281,4281,The light of the dark setting sun,Metal
4282,4282,Will bring my sadness to an end,Metal
4283,4283,Voices cry out through the fear and the dark,Metal
4284,4284,As we wait for our lives to be better,Metal
4285,4285,The words are dying in the night,Metal
4286,4286,No winter lasts forever,Metal
4287,4287,The seasons pass and the sunlight will shine,Metal
4288,4288,On my life again,Metal
4289,4289,So let the past now burn down in flames,Metal
4290,4290,"Locked in prison, in a world of living fear",Metal
4291,4291,"On the edge of my destruction, marching on",Metal
4292,4292,Still suffer in darkness with the dreams of life not meant to be,Metal
4293,4293,As I lie awake and curse the rising sun,Metal
4294,4294,Sadness inside from the truth that she hides,Metal
4295,4295,And this pain in my heart for no reason,Metal
4296,4296,The words are dying in the night,Metal
4297,4297,No winter lasts forever,Metal
4298,4298,The seasons pass and the sunlight will shine,Metal
4299,4299,On my life again,Metal
4300,4300,So let the past now burn down in flames,Metal
4301,4301,Stare into my eyes,Metal
4302,4302,I'm burning with lust and desire,Metal
4303,4303,Wont you come down and,Metal
4304,4304,Let yourself go in the fire,Metal
4305,4305,So leave the past behind,Metal
4306,4306,Voices cry out through the fear and the dark,Metal
4307,4307,As we wait for our lives to be better,Metal
4308,4308,The words are dying in the night,Metal
4309,4309,No winter lasts forever,Metal
4310,4310,The seasons pass and the sunlight will shine,Metal
4311,4311,On my life again,Metal
4312,4312,So leave the past behind,Metal
4313,4313,The dark clouds fading for my mind,Metal
4314,4314,No pain will last forever,Metal
4315,4315,The seasons pass and the sunlight will shine,Metal
4316,4316,On my life again,Metal
4317,4317,"So let the past now burn down in flaaaaames,",Metal
4318,4318,Now burn down in... Flaaaaames,Metal
4319,4319,WAAAA,Metal
4320,4320,Now that Biz Mark's inside the joint,Hip-Hop
4321,4321,Guaranteed to rock and always prove a point,Hip-Hop
4322,4322,Doin' what I do cause it gotta be done,Hip-Hop
4323,4323,About the Prince of Boogie and the Master of Fun,Hip-Hop
4324,4324,My rap technique is most very unique,Hip-Hop
4325,4325,"Your toes start to squeak, by the way that I speak",Hip-Hop
4326,4326,My rhymes are more sporty than the ESPN,Hip-Hop
4327,4327,"And the way that I spit, you like again and again",Hip-Hop
4328,4328,"From here to the Hima', I'm like a Lil' Kim-ah",Hip-Hop
4329,4329,"Notorious and glorious, way above the rim-ah",Hip-Hop
4330,4330,"I'm not a gangster rapper, and I don't get freaky",Hip-Hop
4331,4331,Never drunk or high or don't a-smoke ciggys,Hip-Hop
4332,4332,"I'm just self-assertive, born crazy",Hip-Hop
4333,4333,"When I came out my momma they said, ""A whoopsy daisy!""",Hip-Hop
4334,4334,"As you see, you know I, I keep it goin'",Hip-Hop
4335,4335,"So take it from me, HA, the king of disco'n",Hip-Hop
4336,4336,[Chorus: x2],Hip-Hop
4337,4337,"Get down, so get on down, get get on down",Hip-Hop
4338,4338,"""I'm bound to wreck your body"" get, you gotta get on down",Hip-Hop
4339,4339,"Get down, get on down, get get on down",Hip-Hop
4340,4340,"""I'm bound to wreck your body and say turn the party out""",Hip-Hop
4341,4341,I'm the type of guy that be keepin it hot,Hip-Hop
4342,4342,"Wherever you see me, I be rockin the spot",Hip-Hop
4343,4343,"Big belly and all, why'all be havin a ball",Hip-Hop
4344,4344,People gather round me like I'm Pope John Paul,Hip-Hop
4345,4345,We can't party like it's 1999 no more,Hip-Hop
4346,4346,"'Cause it's two two baby, and the future's in store",Hip-Hop
4347,4347,"So let, olden way-s be forgotten",Hip-Hop
4348,4348,And felt just grab a girl cause she's soft as cotton,Hip-Hop
